place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,ground_truth,is_tie,vote_breakdown
Coffeecat,3,coffee,Location not easily noticable,Store Operations and Accessibility,NEGATIVE,False,,,
Daleachious Cafe - Ecoland Branch,1,coffee,"Otherwise, great location and nice interior atmosphere.",Store Operations and Accessibility,POSITIVE,False,,,
Krispy Kreme Doughnuts® - SM Lanang,2,coffee,There were 2 cash registers and during peak hours or when the queue is quite long then they should utilize both cashiers rather than chatting and laughing with each other at the side.,Store Operations and Accessibility,NEGATIVE,False,,,
Matcha Mo Davao,2,coffee,Sobra ka init sa waiting area kay walay proper ventilation bisan naay fan.,Store Operations and Accessibility,NEGATIVE,True,,,
Kape Habagat,2,coffee,"Grabe ka layo padulong sa parking, kinahanglan mo tabok pa sa highway para makaabot.",Store Operations and Accessibility,NEGATIVE,True,,,
Barok Cafe & Resto,3,coffee,"I've been here a few times since it's one of the few 24/7 cafés in town, and the location is convenient for me when I'm in the area.",Store Operations and Accessibility,POSITIVE,False,,,
Tugbok Brew House,1,coffee and matcha,"Sarado diay sila sa Sunday, wala pa jud updated sa Google Maps nila.",Store Operations and Accessibility,NEGATIVE,True,,,
Lately Coffee,3,coffee,The Hours: One of the best things about this place is that they close late at night.,Store Operations and Accessibility,POSITIVE,False,,,
Matcha & Co. Davao,1,coffee,"Grabe ka lisod ang pag reserve, dili gani mo reply sa message pag mag book ka.",Store Operations and Accessibility,NEGATIVE,True,,,
Pier Coffee House,2,coffee,Sobra ka lisod pangitaon ang entrance kay wala silay tarpaulin o karatula.,Store Operations and Accessibility,NEGATIVE,True,,,
Kape Bukid,1,coffee,Naay sign nga open 7am pero pag adto nako alas 8 pa gyud nag abre.,Store Operations and Accessibility,NEGATIVE,True,,,
Matcha Mo Davao,1,matcha,"Grabe ka busy sa parking area, mag away pa mi og slot sa laing customer.",Store Operations and Accessibility,NEGATIVE,True,,,
Space-Arabica,1,coffee,Open 24 hours but Mondays thru Saturdays only.,Store Operations and Accessibility,NEUTRAL,False,,,
Solace - Coffee Club,2,coffee,"One good thing tho, there's a free parking space but not yet cemented.",Store Operations and Accessibility,POSITIVE,False,,,
Barok Cafe and Resto,3,coffee,Fit for group gatherings as there are also function rooms and some parking.,Store Operations and Accessibility,POSITIVE,False,,,
Kape Ihaw-Ihaw,1,coffee,"Naay isa lang ka toilet para sa buong store, sobra ka daghan naghulat.",Store Operations and Accessibility,NEGATIVE,True,,,
Cafe Panabo Road,1,coffee,"Wala silay proper queue system, nag away pa mi kung sino ang una nag order.",Store Operations and Accessibility,NEGATIVE,True,,,
Starbucks SM Davao Expansion Wing,1,coffee,They don't care if the entrance door is kept open.,Store Operations and Accessibility,NEGATIVE,False,,,
The Matcha Tokyo - Azuela High Street,1,matcha,"April 2026 – Located at Cluster 1, Unit 2 of Azuela High Street in Lanang, The Matcha Tokyo is one of the first establishments to open in this new complex.",Store Operations and Accessibility,NEUTRAL,False,,,
MANU Coffee,2,coffee,May dedicated parking space.,Store Operations and Accessibility,NEUTRAL,False,,,
Humble Table,1,coffee,Parking is very limited and only fits around two cars lang.,Store Operations and Accessibility,NEGATIVE,False,,,
Brewpoint Davao,2,coffee,"Walay parking area, sa gawas ka lang mag park tapos guardian mo singil ug extra.",Store Operations and Accessibility,NEGATIVE,True,,,
Brew Nation Davao,1,coffee,"Grabe ka lisod ang access sa CR, kinahanglan mo hangyo pa sa staff para sa key.",Store Operations and Accessibility,NEGATIVE,True,,,
Coffeecat,3,coffee,Coffee Cat  cat  Good location.,Store Operations and Accessibility,POSITIVE,False,,,
Steep Leaf Davao,1,coffee and matcha,Mag order lang ka pila na ka minuto ang hulat kay kulang ug staff sa counter.,Store Operations and Accessibility,NEGATIVE,True,,,
Tugbok Brew House,2,matcha,"Grabe ka layo gikan sa highway, kinahanglan mo agi pa og dalan nga bumpy kaayo.",Store Operations and Accessibility,NEGATIVE,True,,,
Kingdom Cafe & Bistro,3,coffee,Reserved parking slots facing the store was pointless as staff were nowhere in sight.,Store Operations and Accessibility,NEGATIVE,False,,,
Starbucks Damosa IT Park Drive-Thru,3,coffee,Difficult to park and especially leave at these hours not to mention making the left turn after the drive-through facility…My big grumble is with the restricted menu options when driving through…Sometimes even futile for wasted time lining up when I could've gone inside to get what I wanted instead without limit.,Store Operations and Accessibility,NEGATIVE,False,,,
Coffee By The Way,2,coffee,Kinda glad we came during slow hours.,Store Operations and Accessibility,NEUTRAL,False,,,
Bajada Bean Co.,1,coffee,"Wala silay backup generator, pag brownout sarado dayon bisan mid afternoon pa.",Store Operations and Accessibility,NEGATIVE,True,,,
The Daily Grind Davao,1,coffee and matcha,"Wala sila mag update sa operating hours nila kada holiday, permi mi na guess lang.",Store Operations and Accessibility,NEGATIVE,True,,,
HYGGE COFFEE 2,1,coffee,We usually eat dinner here with my classmates after our 9 PM class since Hygge is open 24 hours.,Store Operations and Accessibility,POSITIVE,False,,,
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,Plenty of payment options and even parking available—what more could you ask for?,Store Operations and Accessibility,POSITIVE,False,,,
Bankerohan Brew,1,coffee,Naay sign nga wifi available pero mao gyud ang pinaka sira nga signal sa tibuok area.,Store Operations and Accessibility,NEGATIVE,True,,,
Sagrada Coffee Nook,2,coffee and matcha,"Wala silay proper lighting sa parking area, delikado mag park pag gabii na.",Store Operations and Accessibility,NEGATIVE,True,,,
Kapehan sa Kalinaw,1,coffee,"Grabe ka layo sa main road, walay tricycle nga moadto direkta didto.",Store Operations and Accessibility,NEGATIVE,True,,,
Matcha Muna,1,coffee,"Puno kaayo walay lingkuranan, wala pa sila mag expand sa space nila.",Store Operations and Accessibility,NEGATIVE,True,,,
Hygge Coffee,3,coffee,Wifi's fast good for 2 hours only.,Store Operations and Accessibility,NEUTRAL,False,,,
Mori & Mill,2,coffee,• i don't know why the parking is set up to be like a box so it's super hard to get in and get out.,Store Operations and Accessibility,NEGATIVE,False,,,
Roxas Ave Roastery,2,matcha,"Naabot ko alas 3 tapos sarado na, sa Google Maps until 6pm man unta.",Store Operations and Accessibility,NEGATIVE,True,,,
Green Coffee - Ecoland,1,coffee,"Even two hours later, both my wife and I were still experiencing the effects of the fumes, which included lightheadedness and respiratory irritation.",Store Operations and Accessibility,NEGATIVE,False,,,
Pedal Cafe Davao,3,coffee,Limited parking at the front with a laundry shop next door.,Store Operations and Accessibility,NEGATIVE,False,,,
Brew Society Davao,1,coffee,"Layo kaayo ang nearest jeepney stop, mag lakaw pa ka og pito ka minuto.",Store Operations and Accessibility,NEGATIVE,True,,,
Knto Cinco - Puan Branch,3,coffee,"I like the ambience but only limited parking, like 3-4 cars.",Store Operations and Accessibility,NEGATIVE,False,,,
Garden Cafe,1,coffee,"I just needed a place to sit (the chairs at the airport are little that some people are sitting on the floor and trolleys, some passengers are sleeping like 1 is occupying a whole bench for 3-4 people just lying there) because there are few more hours I needed to wait so I ordered.",Store Operations and Accessibility,NEUTRAL,False,,,
Matina Matcha Lab,1,coffee,"Wala silay clear schedule, lahi lahi permi ang closing time depende sa staff.",Store Operations and Accessibility,NEGATIVE,True,,,
Green Leaf Matcha Bar,2,coffee,"Wala silay parking guard, mag guess na lang ka kung safe ba ipark diri sakyanan.",Store Operations and Accessibility,NEGATIVE,True,,,
Cafe Basilico,3,coffee,The security personnel at the parking made me quite irritable.,Store Operations and Accessibility,NEGATIVE,False,,,
Kape Lokal,1,coffee,CR out of order since last week pero wala pa gihapon giayo.,Store Operations and Accessibility,NEGATIVE,True,,,
The Crazy Bite Co. Sky Cafe,3,coffee,24 hours.,Store Operations and Accessibility,NEUTRAL,False,,,
Bankerohan Brew,2,coffee,Naay isa lang ka parking slot para sa disabled pero permi na lang naka park ang staff.,Store Operations and Accessibility,NEGATIVE,True,,,
Cafe Agdao,2,coffee and matcha,"Sarado sila without notice, nakaabot ra mi para ma disappoint.",Store Operations and Accessibility,NEGATIVE,True,,,
COFFIX COFFEE SHOP,1,coffee,"Nowhere to park near the spot because the owner of the house parked their vehicles literally on the road, greatly obstructing traffic considering the spot is within 6 meters from the curb.",Store Operations and Accessibility,NEGATIVE,False,,,
Barok Cafe & Resto,1,coffee,I cannot finish everything we ordered because we are so close to the bathroom and I can hear everything the staff whispering.,Store Operations and Accessibility,NEGATIVE,False,,,
Coffee Project Mintal,3,coffee,"So sad... Two years before: At this time the best ""close to a restaurant"" in Mintal.",Store Operations and Accessibility,NEGATIVE,False,,,
Cafe Malagos Roasters,1,coffee,Naay sign nga accessible pero naay hagdan pa diay una mo abot sa entrance.,Store Operations and Accessibility,NEGATIVE,True,,,
Brew Society Davao,1,coffee,"Grabe ka gamay ang doorway, dili gani makasulod ang wheelchair nga tarong.",Store Operations and Accessibility,NEGATIVE,True,,,
Starbucks Damosa IT Park Drive-Thru,1,coffee,too early close,Store Operations and Accessibility,NEGATIVE,False,,,
Seattle's Best Coffee,2,coffee,"Because it is located within the DGT development, parking is easy and readily available.",Store Operations and Accessibility,POSITIVE,False,,,
Starbucks,3,coffee,They could've made use of their space outside though for guests who want open air,Store Operations and Accessibility,NEGATIVE,False,,,
Roxas Ave Roastery,1,coffee,Sobra ka layo padulong sa pinaka duol nga public transport para sa store nga ni.,Store Operations and Accessibility,NEGATIVE,True,,,
Brew Nation Davao,1,matcha,"Grabe ka gamay ang space, dili gani ka fit ang wheelchair sa entre way.",Store Operations and Accessibility,NEGATIVE,True,,,
The Daily Grind Davao,1,coffee,"Grabe ka layo ang nearest ATM, wala pud sila accept card kaya kinahanglan magbring cash.",Store Operations and Accessibility,NEGATIVE,True,,,
Starbucks - Matina IT Park,1,coffee,Access going to sbucks is too far from parking lot.,Store Operations and Accessibility,NEGATIVE,False,,,
Kove,2,coffee,Open Tuesday to Sunday from 7am till 2am.,Store Operations and Accessibility,NEUTRAL,False,,,
Steep Leaf Davao,2,coffee,"Layo kaayo sa main road, wala pa gani gi maayo ang dalan padulong didto.",Store Operations and Accessibility,NEGATIVE,True,,,
Cafe Basilico,3,coffee,"There is a parking outside if you have a car, but its a bit off when viewed from the outside considering the neighboring establishments or residential.",Store Operations and Accessibility,NEUTRAL,False,,,
Kiks Davao,3,coffee,The rich and bold flavors of the coffee really hit the spot.,Product Quality,POSITIVE,False,,,
Chatime - SM Ecoland Davao,3,coffee,Typical chatime drinks small and fast for your cold milk tea,Product Quality,NEUTRAL,False,,,
The Glasshouse,1,coffee,"Way lami ang playlist nila, maka duka paminawon.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Poblacion Brews,2,coffee,Uncomfortable kaayo ang ilahang mga bar stools.,Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Point,2,matcha,"Init kaayo, wala naga function ilang aircon hantod karon.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Vibes,1,matcha,"Ngitngit kaayo ang palibot, sakit sa mata magbasa.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Brewed Obrero,2,coffee,"Saba kaayo murag palengke, di conducive for studying.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Dabaw,2,coffee,"Masyado saba tungod sa echo sa sulod, bati design.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Brewed Obrero,2,coffee,"Grabe saba, dili maka tuon bisan mag earphones pa.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Poblacion Brews,2,coffee,"Grabe ang kabanha, dili gyud para sa mga naga work.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Dabaw,2,coffee,"Saba kaayo ang mga barista mag chika, dungog sa tibook shop.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Vibes,1,matcha,"Nag sige rag balik ang kanta, maka irita na kadugayan.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Vibes Cafe,1,coffee,Dikit-dikit ang bangko mao na walay privacy at all.,Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Aesthetic Beans,2,coffee,"Bati og ambiance, murag waiting area sa hospital ka boring.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Poblacion Brews,2,coffee,They play club music sa coffee shop. Bati kaayo ug vibe.,Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Loco,1,matcha,Puro aesthetic display pero ang ambiance murag fast food chain ka saba.,Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Dabaw,2,coffee,"Pang picture ra siya, pero the place is loud and uncomfortable.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Aesthetic Beans,2,coffee,"Ngitngit na, alingugngug pa jud tungod sa kadaghan tao.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
The Glasshouse,2,coffee,"Init kaayo banda sa window seats, wa silay blinds.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Cafe,1,coffee,"Walay exhaust, puro aso sa pagluto ang ambiance.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Vibes,1,matcha,"Kusog kaayo ang tugtog, di nalang ta mag sturya ani.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Poblacion Brews,2,coffee,Daghan lang aesthetic plants pero huot kaayo ang agianan.,Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Dabaw,2,coffee,"Saba ang mga bata na naga dagan-dagan, wa gibawal sa staff.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
The Glasshouse,2,coffee,"Saba ang dalan, wala silay proper sound insulation.",Ambiance and Atmosphere,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
