place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
Green Coffee - Diversion,5,coffee,"*Green Coffee - Diversion Davao Review (295 characters):* Green Coffee Diversion is a chill, aesthetic cafe perfect for work or catch-ups.",Product Quality,,False
Cafe Julieta,5,coffee,Big parking space too.,Store Operations and Accessibility,,False
Fiend Coffee Club,5,coffee,"For matcha lovers, try some matcha drinks, especially some hojicha, they are delicious, also some coffee drinks are delicious  beaming_face_with_smiling_eyes  and the food is okay, the taste and serving are also average, the pricing is the same as in coffee shops and the place is very Instagrammable, cozy/retro vibe.",Product Quality,,False
Starbucks - SM City Davao,5,coffee,Nice ambience good coffee with fast service and nice crews...,Customer Service,,False
Midnights Cafe,3,coffee,"And since we had no idea that it was students people hanging around there we just stayed and ate tapos silent chicka because we didn't want to disturb them, tho there were chairs outside because it was too noisy that night so we decided to sit inside with aircon.",Ambiance and Atmosphere,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,"The staff is super accommodating, especially Krezel—he's very hands-on and quick to answer questions.",Customer Service,,False
Kafih - Davao,5,coffee,Food is super delicious drooling_face,Product Quality,,False
Fourth Street Cafe,5,coffee,"Simple, yet the atmosphere is nice.",Ambiance and Atmosphere,,False
Lara Mia Café & Bistro,5,coffee,Very accommodating staffs and comfortable place to talk and hangout.,Customer Service,,False
The Matcha Tokyo - SM Davao,5,matcha,Love the matcha ice cream,Product Quality,,False
Good One Cafe and Yogurt,4,coffee,"The music lineup is good too, it did not miss",Ambiance and Atmosphere,,False
The Bloom Coffee & Start-Up Space,1,coffee,The staff weren't even apologetic.,Customer Service,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,Cozy..food is delicious..a little pricey hehehe,Product Quality,,False
Better Beans Co. - Coffee Roaster (New Location),5,coffee,Tried a couple brew's.. very nice.. for sure there is a coffee here for everyone .,Product Quality,,False
Cafe Demitasse,3,coffee,Great food but slow service,Customer Service,,False
Green Coffee - Diversion,1,coffee,"The staff was rude and unaccommodating, and there was no effort to honor their posted business hours.",Customer Service,,False
Kotetsu by Wood and Coffee,5,coffee,"The food is well-presented and flavorful, and the coffee pairs nicely with their menu selections.",Product Quality,,False
Green Coffee - Marfori,1,coffee,Coffee shop with zero passion and zero effort.,Product Quality,,False
Coffee By The Way,4,coffee,"We arrived at 2:58pm , they open at 3pm, gladly we were let in though it's just a matter of 2 mins.",Store Operations and Accessibility,,False
Aloha Kakou Neighborhood Cafe,5,coffee,Cool Hawaiian vibe deco and music  hibiscus,Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,Good coffee and cakes,Product Quality,,False
Whisk Davao Matcha,5,matcha,I have been to many coffee shops since I've been here in the Philippines and by far this place has gotta be one of the most relaxing and comfortable at atmospheres that I have sat in.,Product Quality,,False
Starbucks Damosa IT Park Drive-Thru,2,coffee,Signature Matcha is always unavailable in the menu.,Product Quality,,False
Green Coffee - Marfori,2,coffee,"coffee, pastry is ok, but do not buy merchandise like coffee press etc.",Product Quality,,False
Juice Cubi Roxas Avenue,3,coffee,Meals: They only offer pastries and finger foods Service & Staff: Very good Ambiance: Very good,Customer Service,,False
Green Coffee - Marfori,3,coffee,thumbs_up  Lots of cakes that taste good.,Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,2,coffee,The food was not so good.,Product Quality,,False
Into D' Woods,5,coffee,"Good food, good pricing, super great coffee, better than the average coffee shops in downtown, freshly ground coffee each time.",Product Quality,,False
Evermore Cafe Davao,5,coffee,"The staff is approachable, special thanks to maam Rose and sir Mich for the best experience.",Customer Service,,False
JH Garden Cafe and Restaurant Matina,3,coffee,Food could be better.,Product Quality,,False
The Bloom Coffee & Start-Up Space,5,coffee,"Friendly service personel, good quality of food and drinks served, reasonable price with allmost European atmosphere.",Product Quality,,False
DUNKIN’,5,coffee,There were 5 or 6 people inside enjoying their drinks and the place was clean and inviting.,Product Quality,,False
PICKUP COFFEE - Davao Finance Center,5,coffee,i was looking for a light coffee that would keep me awake during my shift only so like 6-8hrs only  grinning_squinting_face  i ended up customizing my coffee content on my vietnamese latte recommended by the barista.,Customer Service,,False
Hola Coffee,1,coffee,Worse coffee stand I've encounter.,Product Quality,,False
MANU Coffee,5,coffee,Liked the ambiance and so cozy vibrant atmosphere when it comes to coffee their best seller on classic menu is: orange americano and spanish latte.,Product Quality,,False
Coffeecat,5,coffee,We were doing a City tour and we just need to have sweets and coffee first.,Product Quality,,False
Green Coffee - Ecoland,1,coffee,Been to different branches of Green Coffee and this one at Ecoland was very disappointing.,Product Quality,,False
Barok Cafe & Resto,4,coffee,"I won't recommend here to study its so loud, music keeps changing genre, the food and drinks here are pricey not worth",Product Quality,,False
Espresso Lab Cafe Davao,4,coffee,I hope they can improve on their coffee strength and customer service.,Product Quality,,False
Barok Cafe & Resto,1,coffee,"No assistance with service water, no initiative to check on orders—nothing.",Customer Service,,False
Café de Vivré,5,coffee,"Service was so good, super worth it ang food and drinks.",Customer Service,,False
Yabo Specialty Coffee,5,coffee,"Good coffee, awesome service",Product Quality,,False
Haron's Cafe,1,coffee,"Tasteless, expensive, found some hair on my calamari, the serves is too slow.",Price and Value,,False
Kafih - Davao,5,coffee,"The food was delicious, the coffee was exceptional, and the internet connection was flawless—perfect for working remotely.",Facilities and Amenities,,False
The Coffee Lounge,5,coffee,"Atmosphere is relaxing, staff is friendly.",Customer Service,,False
LASA DAVAO,5,coffee,The food is delicious and commendable.,Product Quality,,False
Lara Mia Café & Bistro,4,coffee,"Worth returning to for some quiet, and delicious dining experience.",Ambiance and Atmosphere,,False
Fika Cafe - Lapu-Lapu,3,coffee,The atmosphere overall is decent.,Ambiance and Atmosphere,,False
Whisk Davao Matcha,5,matcha,The staff are super friendly and make every visit feel welcoming.,Customer Service,,False
Ka Paeng Coffee,5,coffee,Its cozy atmosphere and great variety of drinks never fail to taste amazing!,Ambiance and Atmosphere,,False
Lot 38 Kape,5,coffee,Signatures drinks are crafted uniquely and beautifully.,Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"You can choose the best time to capture the golden hours, sunrise or sunset.",Store Operations and Accessibility,,False
Haron's Cafe,1,coffee,WIFI is weak and poor customer service,Customer Service,,False
Lara Mia Café & Bistro,5,coffee,Great staff and foods brought satisfaction to 5 multi national couples!,Customer Service,,False
Starbucks - SM City Davao,5,coffee,"Coffee is great, the service is great, the staff are great.",Customer Service,,False
BRGR Alley Café,5,coffee,The atmosphere was nice also.,Ambiance and Atmosphere,,False
Matcha Ureshi Bar,5,matcha,Friendly staff and delicious matcha.,Product Quality,,False
HYGGE COFFEE 2,5,coffee,the atmosphere is cozy and calm—perfect for getting work done.,Ambiance and Atmosphere,,False
Orion Coffee,1,coffee,Good music and internet connection.,Ambiance and Atmosphere,,False
Matcha Bar - Marfori,5,matcha,I love how the staff was very patient in explaining to us the drinks.,Customer Service,,False
Kotetsu by Wood and Coffee,5,coffee,And good customer service.,Customer Service,,False
The Crazy Bite Co. Sky Cafe,3,coffee,I was in for a surprise with the staff's energetic and ''crazy' greetings.,Customer Service,,False
Starbucks - SM City Davao,5,coffee,Everything is good the food the service and the ambiance.,Product Quality,,False
Dear Joe Frontera,4,coffee,It's pretty pricey but I love the ambiance enough to keep me going back,Ambiance and Atmosphere,,False
The Coffee Bar at GMall of Davao,5,coffee,Very cozy and staff are accommodating Food rates are budget friendly plus it's unli WiFi,Customer Service,,False
Coffee at Yellow Hauz,5,coffee,Cozy place with great coffee and paste selection.,Product Quality,,False
The Coffee Spot & Lounge,4,coffee,"Quite expensive but the food is great, relaxing ambiance and accommodating staff.",Customer Service,,False
Acacia Lane Coffee Shop,4,coffee,It's about seven tables plus one bar type.The food is served hot and tasty.,Product Quality,,False
Black Scoop Cafe Matina,5,coffee,"all day breakfast meals, yummy pasta and tons of sugary drinks are available.",Product Quality,,False
Barok Cafe and Resto,5,coffee,"I also visited their Magallanes branch, and I was surprised because no matter which branch you go to, the staff are consistently very accommodating.",Customer Service,,False
Yukiss Cafe and KTV,1,coffee,It's such a pity that a great business is being ruined by the terrible attitude of its employees.,Customer Service,,False
"Coffee & Peace - Davao, Philippines",5,coffee,"This cafe has a nice atmosphere for getting work done - lots of tables and outlets, free WiFi, and fairly quiet background music compared to other busy coffee shops.",Product Quality,,False
Dakong Balay,4,coffee,The staff were great and the place is nice.,Customer Service,,False
Lara Mia Café & Bistro,3,coffee,I recommend going here on lunch time when it's less crowded.,Ambiance and Atmosphere,,False
Barok Cafe and Resto,5,coffee,We were greeted by staff and given menus.,Customer Service,,False
Coffee For Peace at One Oasis,5,coffee,"Friendly staff, nice environment and clean CR.",Customer Service,,False
olo. Coffee And Concepts,5,coffee,very cute barista,Customer Service,,False
Coffeecat,4,coffee,Coffee was good.,Product Quality,,False
Paramount Coffee Crocodile Park Davao,5,coffee,"Not so hot, and the ambiance is perfect for this time of the day.",Ambiance and Atmosphere,,False
ems Cafe and Resto,3,coffee,"Unfortunately, I was really disappointed with the service.",Customer Service,,False
Starbucks,5,coffee,Friendly staff too!,Customer Service,,False
Ristretto Cafe & Diner,5,coffee,Best staff and ambiance!,Ambiance and Atmosphere,,False
BRGR Alley Café,5,coffee,"If you're looking for a place where you can really relax and enjoy super delicious food that's worth the price, you should definitely come here to Burger Alley in Mintal.",Price and Value,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,atmosphere: not crowded and have plenty of seats.can be crowded during peak days (like Saturday or Sunday).,Ambiance and Atmosphere,,False
Smoothside Cafe,5,coffee,"Affordable and the food is good, we ordered nachos, burger and fries.",Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,The ambience is really great and so is the food,Product Quality,,False
Starbucks - SM City Davao,5,coffee,Not yet too crowded when I came at around 11.,Ambiance and Atmosphere,,False
Dunkin' Donuts,1,coffee,"Customer service should be about being accommodating, especially for something as simple as a clarification.",Customer Service,,False
Starbucks,5,coffee,Nice prep for food and drinks.,Product Quality,,False
